comments,ratings
không biết chỗ này  từ lúc nhỏ bạn dắt đi hoài mới biết. chắc trước giờ thấy phở bò chỗ này ngon nhất ) đi hay gọi tái nạm viên  3 món là 30  nước sâm 60 trà đá 1-20 gì đó. nói chung nước lèo rất ngon  miếng bò mềm ăn đã lắm  nhiều nữa. phục vụ nhanh  thân thiện & chu đáo. mỗi lần nhắc phở toàn thích quán này ) chỗ này có bàn ngoài trời nữa ngồi mát & thoải mái. nếu sợ mưa thì ngồi trong nhà khá ngon. giữ xe bên ngoài miễn phí luôn.,10
"🍒vị trí: đắc địa ngay trung tâm q1
🍒không gian: đẹp và sang trọng
🍒phục vụ: nhiệt tình  lịch sự

🍒món ăn: nguyên liệu tươi ngon  hợp khẩu vị
phải thử: beefsteak  lamb & dessert

🍒dùng bữa tối xong có thể xuống chill bar bên dưới chơi luôn. rất tiện",10
highland ngày trước là tiên phong cho cafe đá xay và chuỗi cf cho giới trẻ. vậy mà bjo làm thất vọng hết sức. giá cũng khá cao. ~60 1 ly. mà không có phục vụ. .. đem cái đồ rung rung kêu nước. hôm trước cái đó hết pin hay sao ngồi chờ dài cổ chưa thấy nước mình xong. pha chế chậm thì bưng ra cho khách đi  để khách đi vô đi ra. hôm đó chị đó ra nhắc mình là nước mình xong rồi. mình nghĩ trong đầu trời ơi sao không đem ra dùm em luôn đi. chị biết ly đó của em mà. .. hôm ra đn uống highland thì ngoài đó vẫn bình thường chứ không bất thường như vậy. bánh ngày càng nhỏ  30 cho miếng đó quá đắt. không thà làm bánh bự bán 490 đi. chứ mỗi lần vô lại phải chị ơi cho e 3-4 miếng bánh gì gì đó. nghe tham ăn dễ sợ. đã vậy còn dẹp mất món choco mint thần thánh của mình nữa chứ. không trở lại,1
không gian quán hơi nhỏ ở trong hẻm   ăn được thôi chứ không ngon   giá trung bình,2
"tổ chức sinh bạn tại đây   đặt  2 dzu dê  1 thịt dê nướng và 1 cái lẩu
đồ ăn ngon  giá 90 cũng tạm được
đi 4 đứa trung bình mỗi bạn 150. 
đi buổi tối  trời thì mưa nên không ngắm được cảnh gì ở ngoài trời.
nhân viên dễ thương  có lẽ khách đông nên cũng không  được  lắm
quán nhiều lầu nên sẽ luôn có chỗ trống cho mọi ng không sợ hết bàn.",8
"thịt bị khô. vị ướp không đậm đà  hơi ngọt quá. thịt cắt quá dầy và không đều. nước sốt đi kèm thì vị ngọt nước thịt rất ít  chủ yếu là đường và nước bột se se. 

mình phải đem lên chảo chiên sơ và nêm nếm lại",1
qua tuyệt vời.ngon bổ dưỡng mình rất thích món nay,10
quán ở vị trí rất đẹp và cách trang trí cũng đẹp mắt,9
thấy mấy anh chị cùng phòng trong cơ quan giới thiệu nhau quán này nên mình tò mò quá cũng muốn đặt thử. khách quan để mà nói thì từ đầu mình cũng chưa dám đặt nhiều niềm tin vào đây lắm. nhưng vẫn muốn ăn thử 1 lần xem sao. khi nhận được bát bánh canh bột gạo giò heo - 23 phú mỹ thì vẫn còn đang nóng. thịt giò heo  trứng cút  chả cua trong bát phở nhiều và thơm lừng luôn  cộng với sự đóng gói cẩn thận nên vẫn còn nóng xình xịch. đồ ăn đầy đủ chất dinh dưỡng. tuyệt vời !,10
gia đình mình 4 ng cv thấy ngay góc nguyễn ảnh thủ ghé vào ăn . cứ tới lotteria là dùng mấy món này không ngán hihi. e minh thích ăn hambergo ở đây và kem,8
không gian ấm cúng  sang trọng  có phong cảnh nhìn ra thành phố  nhưng vì phía trước khách sạn đang có công trường nên về cơ bản thì không thấy gì nhiều. nhà mình gọi theo dạng set 3 món  nhìn ra rất ít nhưng ăn lại thấy rất no. đồ ăn nóng sốt  rất ngon  trang trí bắt mắt. phục vụ cũng rất nhiệt tình chu đáo. nhà mình có coupon miễn phí mỗi người 1 set ăn 3 món  chỉ phải trả tiền nước và chi phí phát sinh nên tính ra chi gần 80  nếu không tính ra mỗi set đã 8990 chưa cộng thuế và chi phó phát sinh rồi.,8
"morico - 30 lê lợi
không gian quán ở morico thực sự là không chê và đâu được  sang trọng và rất lịch sự. tuy nhiên bên ngoài có công trình nên đi lại cũng hơi bất tiện 1 chút và bụi nên mình cũng hơi ngại nhưng vì ăn nên bất chấp. nhân viên phục vụ chuyên nghiệp  nhẹ nhàng và chu đáo với khách hàng 
đồ ở đây mình có thử vài lần  đương nhiên là ngon nên mới trở lại chứ )))
đồ ăn được trình bày đẹp mắt  chất lượng rất ngon  ngoài ra các món tráng miệng  bánh cũng khá bắt mắt và ngon. tuy giá có cao nhưng đáng tiền lắm!",10
không gian rộng rãi.  đặt  menu trên máy tính bảng có sẵn hình ảnh nên dễ sử dụng . nhân viên phục vụ nhanh nhiệt tình. sẽ trở lại...,10
đặt cho mấy đứa nhỏ ăn  vẫn ngon nha👍🏻👍🏻👍🏻,9
"mình đặt bít tết sốt pháp phô mai kem nấm mà nhìn màu sốt nâu nâu không rõ vị kem lắm nên mình cũng không biết tiệm giao đúng hay sai nữa.
miếng bò 100g nhỏ nhỏ  mình dặn chín kĩ nhưng mà vẫn còn bị hồng  thịt mềm  dễ ăn.
phần này có đi kèm trứng  salad  khoai tây chiên  3 cái bánh hành tây tẩm bột và bánh mì
sốt ngon lắm  mỗi tội tiệm không cho cái gì để chấm khoai tây nên chấm dô nước bò xong thì hết sốt không đủ chấm bánh mì. sốt salad ngon nha.
ăn xong phần này no luôn. còn dư cái bánh mì oe oe.",9
"đây không phải là lần đầu tiên mình ghé quán những có lẽ hôm nay sẽ là lần cuối cùng. nhìn chung thì đồ ăn khá ngon nhưng chất lượng dịch vụ thì tệ quá mình vào quán  đặt  chờ gần 30 phút mới có đồ ăn  trong khi bàn kế bàn vào sau mà được ăn trước mình. nhắc mấy lần cũng không lên món đến nỗi mình phải gọi tính tiền thì mói có nhân viên cho lên món. 
nói chung là sẽ không ghé nữa.",1
"tầng dưới đã trang trí lại nhìn rất đẹp và sang.
món ăn thì đó giờ mình ăn món nào cũng ngon hết á  giá cả lại hợp lý nữa.",10
"ngon và chất lượng mà giá cũng  được 
sẽ ủng hộ tiếp",10
thèm phá lấu bò là lại chạy qua đây ăn  chỗ này ngon có tiếng chợ 200 luôn khách tới ăn nhiều lắm. trong con hẻm này có nhiều quán mà mình ăn thấy chỗ này là  được  nhất  nước chấm sốt chanh chua ngọt  phá lấu miếng to đầy đủ loại nhìn cũng khá sạch sẽ chấm bánh mì ăn ghiền lắm  ghiền nhất là khô bò ở đây  ướp thấm vị mà miếng nào cũng to  lần nào ra cũng gọi thêm 1 chén ăn mới đủ phê  phục vụ chỗ này cũng rất nhanh nhẹn và nhiệt tình nữa  kêu thêm ly chè của cô bán quán nước kế bên luôn là đủ món :d,10
quán đông nên phục vụ khá chậm   không có bảo vệ nên để xe ngoài thấy hơi lo   đồ uống ngon giá rẻ   nhân viên phục vụ chưa chu đáo   nhà vệ sinh khá nhỏ dùng cung nên hơi khó chịu,1
bánh canh ngon ) mỗi tội là ăn ngán huhu,7
"mình đến nhiều lần  lần nào cũng quất set 2 người với bạn thêm chè khúc bạch tráng miệng. có ăn qua nem chua rán rất ngon. tráng miệng ngoài chè khúc bạch có nước mơ nước sấu .... còn món lòng luộc và phèo chiên thì chưa thử qua. 
vị trí quán hơi khó tìm nếu không để ý kĩ  nằm ngay ngã tư đinh tiên hoàng với điện biên phủ 
giá cả ở chỗ trug tâm so với chất lượng thế này là được.",8
khoai mật nhiều mật ăn ngon  giao còn nóng  ủng hộ cửa hàng tiếp.bao bì sạch sẽ gói đẹp,10
nhân viên nhiệt tình  đồ ăn rất ngon  chắc ghiền chỗ này luôn,10
"tô bún riêu ngập topping chỉ 240
----------
đây là tô bún riêu chất lượng mà giá lại rẻ nhất mà mình từng biết. tô cực to nha  ăn một tô mà no nóc luôn í. chỉ với 240 thôi mà chả quế  chả cây đủ cả  miếng dày chất lượng chứ không mỏng te đâu nghen  viên riêu cũng to chất không kém  đậu hũ chiên thật sự là rất phẩm  ban đầu mình không nghĩ nó quá đặc biệt đâu đến khi ăn thử  lớp vỏ chiên cực giòn  miếng đậu lớn chiên rồi cắt ra chứ không phải là mấy viên nhỏ nhỏ hay ăn đâu  ăn gần hết tô mới để ý thấy có một chú ngồi đối diện  đặt  riêng 1 dĩa đậu chiên chấm với mắm tôm ( pha y như mắm tôm trong bún đậu) thì tới đó mình mới tỉnh ngộ và hiểu ra nên ăn thế nào ) vì đi ăn một mình nên ăn xong tô này no cành không không ních nổi thêm nên thôi  lần sau lại đến  đặt  kiểu vậy ăn cho đã ) phải thử nha 👍🏻👍🏻
quán nằm trong hẻm  đi phải nhìn thiệt kĩ nha  địa chỉ ở mặt tiền nhưng muốn ngồi ăn là phải vô hẻm đó ) vô hẻm mới thấy đông hết hồn  2 căn đông kín khách ) quán hơi nóng nên đi buổi trưa thì hơi hành hạ bản thân xíu nghen ) --------
🌟đánh giá: 4/5🌟
📍bún riêu yến  1354 trường sa  q. tân bình ⏰7h-18h 💸240/tô đầy đủ như hình nha",10
"nghe nói xôi ở đây khá nổi tiếng ở khu vực gần chợ bến thành nên mình ghé ăn thử. 
không gian quán sạch sẽ  thoáng mát cách 1 căn nhà bán tạp hoá cũng là xôi gà út mập chắc là cùng chủ.
mình gọi xôi gà  xôi phá lấu  5 phần xôi bắp mang về. xôi phá lấu của mình khá ngon  nước chấm kèm theo thì hơi mặn  xôi bắp mua mang về cũng ngon  xôi bắp thì 10.0/ phần à. 
người bán cho mình là một phụ nữ hơi tròn tí chắc là chủ quán  chị rất thân thiện  niềm nở. 
có dịp chắc chắn mình sẽ trở lại!",10
"khi chiều vừa mới ghé đây ăn lại... trước chỉ có 250 thôi nhưng bây h thành 30.
vẫn ngon  hơi tiếc là không có cho kiwi vào nữa... chủ yếu là dừa với mít  dâu hơi ít...chỉ được có 2 3 lát thôi :( trái cây như thường lệ vẫn tươi và ngon. hôm nay do đi trong tuần nên hẻm không đông tha hồ ngồi :d",8
đúng là đặc trưng của châu á! đồ ăn nhẹ nhàng! vị thuần ! gọi món set đồ nhanh tận tình chu đáo,10
"có voucher của burger king mua trên shopee nên ghé burger king chi nhánh phạm ngũ lão ăn. chi nhánh nằm gần khúc cuối đường phạm ngũ lão  gần đối diện bến xe buýt. để xe trước cổng có bảo vệ canh nhé. chi nhánh này mở tới 2 3h sáng luôn  khúc đêm hay có với now vô  đặt  lắm nên ngồi lâu không ngại.
không gian cũng không rộng  hơi tối xíu  được cái ổ điện nhiều  à ngồi lâu bị ám mùi dầu mỡ hơi nhiều. mình định  đặt  cơm nhưng hết cơm hay hết bán cơm không biết. mình mua burger bò nướng  gà nudget  khoai tây chiên  ly nước ngọt refill được nhé  đang có chương trình mua combo bất kỳ có thể đổi nước ngọt sang đào xoài gì đó mà vô bàn mới thấy nên không đổi được nữa. các món nhìn chung là ăn ổn  khoai tây chiên ăn nóng ngon  gà nudget ăn hơi ngán  các loại tương chấm chất lượng. nhân viên rất tốt",8
"đúng là flan và rau câu ở đây tuyệt ngon! mình ăn một lần là ""mê"" luôn. nhưng điều thái độ của chủ quán hơi khó chịu thiệt. như mấy bạn nói vậy  mình thấy không thích lắm phong cách phục vụ này. nhưng ngon hơn nhiều chỗ khác nên mình vẫn thích ăn nơi này!",8
"bún bò huế lê thị riêng đúng là điểm đến cho những ai mê món bún bò huế. bún bò ở đây rất ngon luôn. tô bún được nấu rất công phu lắm hay sao mà nước lèo ở đây ngon ngọt lắm mà tô bún mang ra được trình bày ngon và hấp dẫn cực kì luôn. ước gì ở gần đây để ngày nào khá ngon qua ăn mỗi ngày. 
không gian quán cũng đẹp lắm à nha  phong cảnh ổn có thể sống ảo và vừa ăn cũng vừa ngắm cảnh đó",10
"quán ngon rẻ.
nhiều món ăn lạ miệng  nhân viên cũng nhanh nhẹn và nhiệt tình.
cari dê ngon mà bánh mì hơi khô  xôi bồ câu cũng ngon.
mình gọi 1 cari dê  1 hải sâm  1 cơm cá dứa  1 rau luộc kho quẹt  xôi bồ câu  cà tím nướng giá tầm 1 triệu.
ư",9
lần đầu trải nghiệm qua  dịch vụ. thấy có phàn nàn cũng hơi lo  nhưng cuối cùng thì thích. mỗi phần ăn là 1 hộp đựng riêng biệt  dụng cụ đầu đủ và nước sốt được bọc cẩn thận. hộp đựng thực phẩm và nước chấm rất kín  khó bị đổ ra nhưng vì màng bọc làm nước chấm bị thấm ra. nói chung là thích chất lượng đồ ăn & cách san fu lou quan tâm trong việc vận chuyển.,8
bánh canh cua hoàng lan khá nổi tiếng  tuy nằm trong hẻm  phải chạy vào khá sâu để gửi xe rồi mới đi ngược ra quán  quán nằm rải rác trong mấy căn nhà gần nhau chứ không phải cùng 1 chỗ nhưng gần như đều kín chỗ  không gian tuy nhỏ nhưng cũng sạch sẽ  chờ bình thường lâu  mình nhớ khoảng 15p thì có  mình gọi tô thập cẩm có cua  chả  thịt heo xắt miếng  tôm luộc  nước dùng ăn được chứ không ngon lắm  giá cũng không phải rẻ nên mình ăn cho biết chứ không ghé thường xuyên.,4
